year2,sic1,fage4,Firms,Estabs,Emp,Denom,Estabs_Entry,Estabs_Entry_Rate,Estabs_Exit,Estabs_Exit_Rate,Job_Creation,Job_Creation_Births,Job_Creation_Continuers,Job_Creation_Rate_Births,Job_Creation_Rate,Job_Destruction,Job_Destruction_Deaths,Job_Destruction_Continuers,Job_Destruction_Rate_Deaths,Job_Destruction_Rate,Net_Job_Creation,Net_Job_Creation_Rate,Reallocation_Rate,d_flag,firmdeath_firms,firmdeath_estabs,firmdeath_emp
1991,10,a) 0,2161,2167,18154,9077,2147,198.2,0,0,18091,18091,0,199.3,199.3,0,0,0,0,0,18091,199.3,0,0,,,
1991,10,b) 1,1742,1750,20049,19020,19,1,445,22.5,7088,487,6601,2.6,37.3,4940,2738,2202,14.4,26,2148,11.3,52,0,313,313,2248
1991,10,c) 2,1324,1330,15500,17445,40,2.8,261,18.1,3095,524,2571,3,17.7,6909,3169,3740,18.2,39.6,-3814,-21.9,35.4,0,220,220,2447
1991,10,d) 3,1183,1191,11819,12817,39,3,244,18.9,2119,221,1898,1.7,16.5,4117,1960,2157,15.3,32.1,-1998,-15.6,33,0,200,200,1638
1991,10,e) 4,1020,1072,14315,14461,40,3.5,171,15,2780,482,2298,3.3,19.2,3098,1204,1894,8.3,21.4,-318,-2.2,38.4,0,124,124,882
1991,10,f) 5,1028,1039,10667,11230,48,4.4,164,15,1578,229,1349,2,14.1,2745,1256,1489,11.2,24.4,-1167,-10.3,28.2,0,131,131,945
1991,10,g) 6 to 10,4992,5191,61987,63900,224,4.2,640,11.9,10603,2161,8442,3.4,16.6,14440,5614,8826,8.8,22.6,-3837,-6,33.2,0,457,457,4394
1991,10,h) 11 to 15,2456,2616,34382,35390,112,4.1,294,10.9,5734,1645,4089,4.6,16.2,7796,3250,4546,9.2,22,-2062,-5.8,32.4,0,184,184,1743
1991,10,l) Left Censored,5612,10576,461090,463883,562,5.2,962,9,57606,18640,38966,4,12.4,64679,20043,44636,4.3,13.9,-7073,-1.5,24.8,0,338,341,2580
1991,15,a) 0,58761,58809,254930,127465,58102,197.6,0,0,252743,252743,0,198.3,198.3,0,0,0,0,0,252743,198.3,0,0,,,
1991,15,b) 1,49854,49878,278821,299294,37,0.1,15038,25.9,88226,2195,86031,0.7,29.5,124905,57349,67556,19.2,41.7,-36679,-12.2,59,0,9378,9378,39101
1991,15,c) 2,41046,41064,244766,282620,1547,3.4,9725,21.5,58531,5472,53059,1.9,20.7,133109,51824,81285,18.3,47.1,-74578,-26.4,41.4,0,6482,6486,38588
1991,15,d) 3,35886,35944,249384,280630,1410,3.6,8016,20.4,47806,4996,42810,1.8,17,110833,40636,70197,14.5,39.5,-63027,-22.5,34,0,5556,5556,31819
1991,15,e) 4,32560,32587,225004,254694,1243,3.5,6854,19.3,43299,4516,38783,1.8,17,103393,38123,65270,15,40.6,-60094,-23.6,34,0,4748,4748,29890
1991,15,f) 5,28814,28844,212503,237359,1043,3.4,5287,17.1,38891,3511,35380,1.5,16.4,88600,27854,60746,11.7,37.3,-49709,-20.9,32.8,0,3656,3659,20835
1991,15,g) 6 to 10,89307,89665,820464,903652,3272,3.5,13217,14,134357,13688,120669,1.5,14.9,302416,78061,224355,8.6,33.5,-168059,-18.6,29.8,0,8922,8925,56602
1991,15,h) 11 to 15,60353,60851,551880,599567,2377,3.7,7675,12.1,84344,9087,75257,1.5,14.1,182506,39272,143234,6.6,30.4,-98162,-16.3,28.2,0,4929,4933,26978
1991,15,l) Left Censored,95440,100376,1756044,1878224,2692,2.6,10073,9.7,240146,33192,206954,1.8,12.8,480773,87227,393546,4.6,25.6,-240627,-12.8,25.6,0,6688,6715,40468
1991,20,a) 0,25999,26032,217663,108832,25818,198.4,0,0,215452,215452,0,198,198,0,0,0,0,0,215452,198,0,0,,,
1991,20,b) 1,22087,22184,257598,250250,204,0.8,5163,20.8,87241,21040,66201,8.4,34.9,71400,40553,30847,16.2,28.5,15841,6.4,57,0,3881,3881,32032
1991,20,c) 2,19222,19394,260592,279332,537,2.6,3598,17.2,50285,6633,43652,2.4,18,87790,46574,41216,16.7,31.4,-37505,-13.4,36,0,2906,2907,38422
1991,20,d) 3,17062,17457,281664,295900,576,3.1,2875,15.5,46139,7312,38827,2.5,15.6,74902,32517,42385,11,25.3,-28763,-9.7,31.2,0,2324,2328,25745
1991,20,e) 4,15450,15625,251872,262196,395,2.4,2289,13.8,38426,4760,33666,1.8,14.7,61141,27210,33931,10.4,23.3,-22715,-8.6,29.4,0,1839,1840,23004
1991,20,f) 5,14222,14558,280897,290473,356,2.3,1814,11.9,38798,6349,32449,2.2,13.4,57708,22286,35422,7.7,19.9,-18910,-6.5,26.8,0,1437,1440,16131
1991,20,g) 6 to 10,54204,56755,1478070,1536115,1319,2.2,5584,9.5,171727,28294,143433,1.8,11.2,279123,83580,195543,5.4,18.2,-107396,-7,22.4,0,4193,4225,53823
1991,20,h) 11 to 15,34071,36868,1023207,1058051,934,2.5,3043,8,110769,23665,87104,2.2,10.5,173044,49689,123355,4.7,16.4,-62275,-5.9,21,0,2116,2139,29576
1991,20,l) Left Censored,95922,148899,14238874,14635173,4072,2.7,9436,6.2,1065502,261112,804390,1.8,7.3,1835079,442614,1392465,3,12.5,-769577,-5.2,14.6,0,4581,4756,104541
1991,40,a) 0,20075,20409,110247,55124,20227,198.2,0,0,109523,109523,0,198.7,198.7,0,0,0,0,0,109523,198.7,0,0,,,
1991,40,b) 1,16259,16572,123203,122640,248,1.3,3738,20.2,39285,10266,29019,8.4,32,37132,16706,20426,13.6,30.3,2153,1.7,60.6,0,2662,2662,12199
1991,40,c) 2,13523,13884,112316,119077,496,3.3,2604,17.4,23930,3614,20316,3,20.1,37388,17727,19661,14.9,31.4,-13458,-11.3,40.2,0,2004,2004,14577
1991,40,d) 3,11323,11907,111581,116401,457,3.6,2068,16.3,22046,5142,16904,4.4,18.9,32090,14326,17764,12.3,27.6,-10044,-8.7,37.8,0,1627,1630,12417
1991,40,e) 4,10679,11983,120174,126251,685,5.4,2057,16.3,21728,4882,16846,3.9,17.2,34447,17079,17368,13.5,27.3,-12719,-10.1,34.4,0,1550,1565,13387
1991,40,f) 5,8854,9367,104788,108509,413,4.2,1465,14.8,17886,4459,13427,4.1,16.5,25664,11457,14207,10.6,23.7,-7778,-7.2,33,0,1177,1180,9141
1991,40,g) 6 to 10,29017,38450,791675,811980,1966,5,4563,11.5,102437,27827,74610,3.4,12.6,143590,45619,97971,5.6,17.7,-41153,-5.1,25.2,0,3089,3098,26012
1991,40,h) 11 to 15,16092,21774,404013,398164,1651,7.5,1893,8.7,72252,22874,49378,5.7,18.1,60983,16723,44260,4.2,15.3,11269,2.8,30.6,0,1253,1260,10046
1991,40,l) Left Censored,33559,82292,3706872,3707516,8793,10.8,7623,9.3,553163,222757,330406,6,14.9,558160,159353,398807,4.3,15.1,-4997,-0.2,29.8,0,2025,2423,32770
1991,50,a) 0,33588,33897,150709,75355,33648,198.5,0,0,149489,149489,0,198.4,198.4,0,0,0,0,0,149489,198.4,0,0,,,
1991,50,b) 1,27890,28353,165358,162969,338,1.1,5353,17.3,49310,6292,43018,3.9,30.3,43729,20714,23015,12.7,26.8,5581,3.5,53.6,0,3835,3840,15659
1991,50,c) 2,23767,24387,159608,169254,744,2.9,3780,14.6,33141,4883,28258,2.9,19.6,52448,23845,28603,14.1,31,-19307,-11.4,39.2,0,2879,2883,19707
1991,50,d) 3,20565,21470,152979,159102,700,3.1,3037,13.4,26754,3645,23109,2.3,16.8,39583,16939,22644,10.6,24.9,-12829,-8.1,33.6,0,2338,2347,13033
1991,50,e) 4,19516,20717,162148,167116,615,2.8,2758,12.7,25331,3532,21799,2.1,15.2,36425,15300,21125,9.2,21.8,-11094,-6.6,30.4,0,2078,2089,10957
1991,50,f) 5,17896,19214,159234,164051,583,2.9,2269,11.3,23678,3540,20138,2.2,14.4,33350,12154,21196,7.4,20.3,-9672,-5.9,28.8,0,1672,1684,8882
1991,50,g) 6 to 10,67946,76476,797445,823156,2612,3.3,7648,9.7,110429,23094,87335,2.8,13.4,161365,60918,100447,7.4,19.6,-50936,-6.2,26.8,0,4983,5044,35168
1991,50,h) 11 to 15,40179,49301,575064,589438,2011,4,4173,8.3,74227,21098,53129,3.6,12.6,102371,29930,72441,5.1,17.4,-28144,-4.8,25.2,0,2386,2430,17497
1991,50,l) Left Censored,100761,191337,3902548,3964023,9274,4.8,14019,7.2,459483,149232,310251,3.8,11.6,582159,177782,404377,4.5,14.7,-122676,-3.1,23.2,0,4860,5045,46736
1991,52,a) 0,112931,115533,781822,390911,114804,198.7,0,0,778081,778081,0,199,199,0,0,0,0,0,778081,199,0,0,,,
1991,52,b) 1,90530,93667,739868,783854,1336,1.3,22328,21.3,170361,26523,143838,3.4,21.7,254200,127531,126669,16.3,32.4,-83839,-10.7,43.4,0,17131,17166,104395
1991,52,c) 2,75393,80284,662082,722642,2984,3.4,16587,19,108547,21713,86834,3,15,229815,115585,114230,16,31.8,-121268,-16.8,30,0,13233,13386,95536
1991,52,d) 3,64266,69513,609408,652116,2714,3.6,13025,17.5,97914,23864,74050,3.7,15,185071,89507,95564,13.7,28.4,-87157,-13.4,30,0,10322,10371,71547
1991,52,e) 4,58855,65438,611510,654132,2669,3.8,12175,17.4,91064,24030,67034,3.7,13.9,179487,85140,94347,13,27.4,-88423,-13.5,27.8,0,8909,9397,64184
1991,52,f) 5,51332,58542,555207,587941,2447,3.9,9835,15.8,81847,22942,58905,3.9,13.9,148467,67167,81300,11.4,25.3,-66620,-11.4,27.8,0,7368,7436,51557
1991,52,g) 6 to 10,179154,214894,2286840,2392207,8568,3.8,27635,12.3,305761,93994,211767,3.9,12.8,519172,208049,311123,8.7,21.7,-213411,-8.9,25.6,0,19365,19764,143617
1991,52,h) 11 to 15,105308,149719,1796750,1856874,6645,4.3,15790,10.2,233938,81989,151949,4.4,12.6,354300,121833,232467,6.6,19.1,-120362,-6.5,25.2,0,8816,9300,64949
1991,52,l) Left Censored,205247,551362,11364670,11477742,29867,5.3,46914,8.4,1451754,554465,897289,4.8,12.6,1679371,496827,1182544,4.3,14.6,-227617,-2,25.2,0,15564,16978,127278
1991,60,a) 0,34895,36634,179050,89525,36286,198.1,0,0,177718,177718,0,198.5,198.5,0,0,0,0,0,177718,198.5,0,0,,,
1991,60,b) 1,28318,29592,176143,174618,934,2.8,7140,21.7,65573,20803,44770,11.9,37.6,60903,30942,29961,17.7,34.9,4670,2.7,69.8,0,5029,5034,22775
1991,60,c) 2,24093,25086,145831,157721,1236,4.6,5035,18.6,35917,9093,26824,5.8,22.8,59305,30598,28707,19.4,37.6,-23388,-14.8,45.6,0,3769,3770,24213
1991,60,d) 3,21221,22387,136237,145097,1365,5.8,3879,16.4,31450,10035,21415,6.9,21.7,48596,21579,27017,14.9,33.5,-17146,-11.8,43.4,0,2965,2967,18301
1991,60,e) 4,20716,21910,129307,139675,1293,5.6,3508,15.3,24892,8930,15962,6.4,17.8,44648,20636,24012,14.8,32,-19756,-14.2,35.6,0,2679,2682,16811
1991,60,f) 5,17910,18806,117256,122453,1149,5.9,2688,13.7,26406,12870,13536,10.5,21.6,37081,16287,20794,13.3,30.3,-10675,-8.7,43.2,0,2056,2061,13533
1991,60,g) 6 to 10,65979,72833,542430,565818,5817,7.9,7758,10.5,111497,58463,53034,10.3,19.7,158452,60878,97574,10.8,28,-46955,-8.3,39.4,0,5337,5358,41454
1991,60,h) 11 to 15,40730,47763,410600,418399,4859,10.3,3836,8.1,82397,48608,33789,11.6,19.7,98193,26473,71720,6.3,23.5,-15796,-3.8,39.4,0,2608,2612,18410
1991,60,l) Left Censored,99862,250768,5031069,5051453,30135,12.3,19249,7.8,902450,464017,438433,9.2,17.9,946953,271036,675917,5.4,18.7,-44503,-0.8,35.8,0,5366,5605,79311
1991,70,a) 0,172600,174244,975884,487942,172882,198.4,0,0,970091,970091,0,198.8,198.8,0,0,0,0,0,970091,198.8,0,0,,,
1991,70,b) 1,141037,143825,1071983,1041474,1459,0.9,26819,17,334470,30339,304131,2.9,32.1,267058,122706,144352,11.8,25.6,67412,6.5,51.2,0,18213,18222,88542
1991,70,c) 2,119213,122173,998606,1042293,4023,3.1,19028,14.7,213968,30412,183556,2.9,20.5,299853,139297,160556,13.4,28.8,-85885,-8.3,41,0,14149,14205,113703
1991,70,d) 3,105587,110259,1092100,1124496,3939,3.4,15924,13.7,186633,31931,154702,2.8,16.6,255507,109935,145572,9.8,22.7,-68874,-6.1,33.2,0,11892,11940,90045
1991,70,e) 4,99264,105742,1722774,1763134,3884,3.5,14297,12.9,185865,39368,146497,2.2,10.5,272365,133910,138455,7.6,15.4,-86500,-4.9,21,0,10498,10586,104491
1991,70,f) 5,90522,96428,957352,993413,3307,3.3,11781,11.7,157163,31175,125988,3.1,15.8,228642,99695,128947,10,23,-71479,-7.2,31.6,0,8513,8582,78459
1991,70,g) 6 to 10,366755,397379,4224073,4301577,13677,3.4,35879,8.8,620931,135723,485208,3.2,14.4,783256,259551,523705,6,18.2,-162325,-3.8,28.8,0,24149,24463,168055
1991,70,h) 11 to 15,195328,238848,3203203,3217994,9633,4,17714,7.3,453927,109478,344449,3.4,14.1,490542,150032,340510,4.7,15.2,-36615,-1.1,28.2,0,10280,10531,75862
1991,70,l) Left Censored,421078,559510,14961518,14966629,20989,3.7,35454,6.3,1709091,422005,1287086,2.8,11.4,1743773,460258,1283515,3.1,11.7,-34682,-0.3,22.8,0,18873,19149,149275
1992,07,a) 0,9444,9458,38219,19110,9421,199.2,0,0,38137,38137,0,199.6,199.6,0,0,0,0,0,38137,199.6,0,0,,,
1992,07,b) 1,7489,7498,45900,46956,11,0.1,1943,22.6,15776,120,15656,0.3,33.6,17015,9261,7754,19.7,36.2,-1239,-2.6,67.2,0,1249,1249,4165
1992,07,c) 2,7466,7467,47403,58129,336,4.2,1366,17,14497,1983,12514,3.4,24.9,35455,26515,8940,45.6,61,-20958,-36.1,49.8,0,900,900,3957
1992,07,d) 3,5949,5956,36322,37087,182,2.9,895,14.1,8952,706,8246,1.9,24.1,10196,4142,6054,11.2,27.5,-1244,-3.4,48.2,0,611,611,3040
1992,07,e) 4,5080,5099,32898,33464,159,3,645,12,7098,413,6685,1.2,21.2,7930,2611,5319,7.8,23.7,-832,-2.5,42.4,0,443,443,1661
1992,07,f) 5,4567,4577,34004,33978,159,3.3,527,11,7963,627,7336,1.8,23.4,7808,2534,5274,7.5,23,155,0.4,46,0,363,363,1632
1992,07,g) 6 to 10,15311,15353,118576,120632,469,3,1392,8.8,21658,1832,19826,1.5,18,25211,7827,17384,6.5,20.9,-3553,-2.9,36,0,947,947,5216
1992,07,h) 11 to 15,9501,9558,83349,84125,298,3,724,7.4,13415,1160,12255,1.4,15.9,14642,3614,11028,4.3,17.4,-1227,-1.5,31.8,0,469,475,2426
1992,07,l) Left Censored,10657,11799,164268,158630,488,4.1,847,7.1,33958,12595,21363,7.9,21.4,22277,5843,16434,3.7,14,11681,7.4,28,0,530,531,2339
1992,10,a) 0,1749,1759,14256,7128,1757,199.8,0,0,14254,14254,0,200,200,0,0,0,0,0,14254,200,0,0,,,
1992,10,b) 1,1561,1574,14746,15937,22,1.2,563,30.2,4473,1247,3226,7.8,28.1,6736,3950,2786,24.8,42.3,-2263,-14.2,56.2,0,448,448,3439
1992,10,c) 2,1384,1392,14474,17121,57,3.6,366,23.4,2078,201,1877,1.2,12.1,7305,3585,3720,20.9,42.7,-5227,-30.6,24.2,0,296,296,3066
1992,10,d) 3,1093,1101,12242,13827,24,2,227,18.7,2403,192,2211,1.4,17.4,5463,3035,2428,21.9,39.5,-3060,-22.1,34.8,0,195,195,2765
1992,10,e) 4,994,1000,8764,9960,34,3.1,205,18.8,1255,125,1130,1.3,12.6,3607,1719,1888,17.3,36.2,-2352,-23.6,25.2,0,185,185,1627
1992,10,f) 5,896,947,11867,12689,31,3.1,145,14.4,2146,430,1716,3.4,16.9,3756,1062,2694,8.4,29.6,-1610,-12.7,33.8,0,114,115,772
1992,10,g) 6 to 10,4452,4616,48446,52685,183,3.8,656,13.5,6709,1570,5139,3,12.7,14738,4405,10333,8.4,28,-8029,-15.3,25.4,0,466,468,3073
1992,10,h) 11 to 15,3220,3455,44873,46980,161,4.5,385,10.8,7404,2882,4522,6.1,15.8,11524,3481,8043,7.4,24.5,-4120,-8.7,31.6,0,268,270,1641
1992,10,l) Left Censored,5254,9964,429269,447205,480,4.7,1099,10.7,56312,15797,40515,3.5,12.6,90691,29122,61569,6.5,20.3,-34379,-7.7,25.2,0,332,348,3025
1992,15,a) 0,57761,57790,244597,122299,57538,199.1,0,0,243880,243880,0,199.4,199.4,0,0,0,0,0,243880,199.4,0,0,,,
1992,15,b) 1,42398,42458,237452,245197,31,0.1,14223,28.1,82511,1241,81270,0.5,33.7,92607,49105,43502,20,37.8,-10096,-4.1,67.4,0,10357,10357,38543
1992,15,c) 2,40861,40894,235880,256804,2320,5.1,10013,22.1,65508,7661,57847,3,25.5,103390,47404,55986,18.5,40.3,-37882,-14.8,51,0,7351,7352,37865
1992,15,d) 3,34939,34976,214169,230549,1999,5.3,7273,19.1,53901,6539,47362,2.8,23.4,84060,33417,50643,14.5,36.5,-30159,-13.1,46.8,0,5357,5358,26037
1992,15,e) 4,31183,31236,201258,214164,1728,5.1,5836,17.4,48783,5696,43087,2.7,22.8,72722,28534,44188,13.3,34,-23939,-11.2,45.6,0,4230,4233,22529
1992,15,f) 5,28732,28767,203131,214078,1507,4.9,4788,15.6,45334,5095,40239,2.4,21.2,65692,21411,44281,10,30.7,-20358,-9.5,42.4,0,3396,3397,16356
1992,15,g) 6 to 10,94263,94583,801168,838113,4415,4.4,12665,12.7,161598,15471,146127,1.8,19.3,230168,64024,166144,7.6,27.5,-68570,-8.2,38.6,0,8794,8795,46944
1992,15,h) 11 to 15,68593,69217,646265,676347,3160,4.4,8121,11.2,118549,11900,106649,1.8,17.5,172162,39476,132686,5.8,25.5,-53613,-8,35,0,5470,5477,26900
1992,15,l) Left Censored,88723,93572,1670587,1726316,2713,2.8,9021,9.3,275333,25323,250010,1.5,15.9,383779,66406,317373,3.8,22.2,-108446,-6.3,31.8,0,6120,6140,34107
1992,20,a) 0,24447,24531,215300,107650,24459,199.4,0,0,215016,215016,0,199.7,199.7,0,0,0,0,0,215016,199.7,0,0,,,
1992,20,b) 1,20061,20206,240134,229166,221,1,5486,23.8,88022,24366,63656,10.6,38.4,64495,40602,23893,17.7,28.1,23527,10.3,56.2,0,4524,4525,34264
1992,20,c) 2,18457,18568,228204,240609,670,3.3,3879,19.1,50899,6305,44594,2.6,21.2,73792,44063,29729,18.3,30.7,-22893,-9.5,42.4,0,3237,3238,38247
1992,20,d) 3,16648,16838,235817,244022,539,3,2765,15.3,45252,5010,40242,2.1,18.5,60276,31740,28536,13,24.7,-15024,-6.2,37,0,2273,2286,27889
1992,20,e) 4,15029,15331,271103,274920,455,2.8,2367,14.5,46952,5296,41656,1.9,17.1,55090,27091,27999,9.9,20,-8138,-2.9,34.2,0,1831,1832,21101
1992,20,f) 5,13917,14118,241340,244535,410,2.8,1758,11.9,38152,4799,33353,2,15.6,44019,16508,27511,6.8,18,-5867,-2.4,31.2,0,1453,1458,13910
1992,20,g) 6 to 10,53898,56097,1356173,1368443,1411,2.4,5494,9.4,187460,24772,162688,1.8,13.7,210906,69810,141096,5.1,15.4,-23446,-1.7,27.4,0,4219,4235,47536
1992,20,h) 11 to 15,41327,44960,1366936,1383187,1032,2.2,3486,7.5,159793,26084,133709,1.9,11.6,188876,55897,132979,4,13.7,-29083,-2.1,23.2,0,2478,2491,29792
1992,20,l) Left Censored,91202,142970,13884638,14072504,3050,2.1,9086,6.2,1176249,214767,961482,1.5,8.4,1541076,386817,1154259,2.7,11,-364827,-2.6,16.8,0,4223,4352,70431
1992,40,a) 0,20524,21544,113939,56970,21458,199.2,0,0,113736,113736,0,199.6,199.6,0,0,0,0,0,113736,199.6,0,0,,,
1992,40,b) 1,15264,15804,114105,111995,302,1.7,4283,23.8,41063,5265,35798,4.7,36.7,35220,19371,15849,17.3,31.4,5843,5.3,62.8,0,3355,3358,14795
1992,40,c) 2,13374,13886,105846,112664,729,4.8,2992,19.7,25602,4151,21451,3.7,22.7,38126,18524,19602,16.4,33.8,-12524,-11.1,45.4,0,2422,2423,15460
1992,40,d) 3,11429,11947,104970,108316,598,4.6,2249,17.5,22443,4138,18305,3.8,20.7,28319,13600,14719,12.6,26.1,-5876,-5.4,41.4,0,1814,1819,11412
1992,40,e) 4,9809,10567,99458,104258,619,5.5,1785,15.9,22107,6793,15314,6.5,21.2,31334,13593,17741,13,30.1,-9227,-8.9,42.4,0,1376,1393,10333
1992,40,f) 5,9443,10954,110694,113537,688,6,1572,13.7,22384,4531,17853,4,19.7,28104,12834,15270,11.3,24.8,-5720,-5.1,39.4,0,1141,1162,8418
1992,40,g) 6 to 10,30024,40169,787956,800125,2470,6,4478,10.8,119497,30765,88732,3.8,14.9,131878,40305,91573,5,16.5,-12381,-1.6,29.8,0,3017,3037,23424
1992,40,h) 11 to 15,19280,26326,464317,474175,2120,8,2624,9.8,82619,22267,60352,4.7,17.4,99909,35309,64600,7.4,21.1,-17290,-3.7,34.8,0,1460,1576,19157
1992,40,l) Left Censored,31836,82918,3595602,3657846,7036,8.5,6774,8.2,434546,155563,278983,4.3,11.9,559454,141690,417764,3.9,15.3,-124908,-3.4,23.8,0,1809,1877,18422
1992,50,a) 0,33051,33678,146485,73243,33600,199.5,0,0,146253,146253,0,199.7,199.7,0,0,0,0,0,146253,199.7,0,0,,,
1992,50,b) 1,26584,27174,167790,158642,376,1.2,6399,21,62709,8247,54462,5.2,39.5,43184,24979,18205,15.7,27.2,19525,12.3,54.4,0,5070,5072,20527
1992,50,c) 2,23685,24179,148616,153966,879,3.4,4342,16.6,33649,3920,29729,2.5,21.9,43345,23323,20022,15.1,28.2,-9696,-6.3,43.8,0,3578,3591,20021
1992,50,d) 3,20734,21395,150908,153154,756,3.3,3304,14.5,31703,3304,28399,2.2,20.7,35412,17045,18367,11.1,23.1,-3709,-2.4,41.4,0,2708,2713,14343
1992,50,e) 4,18302,19351,150037,150528,705,3.5,2498,12.3,30836,5704,25132,3.8,20.5,31321,13604,17717,9,20.8,-485,-0.3,41,0,1918,1920,10542
1992,50,f) 5,17537,18752,154700,156917,617,3.1,2360,12,26814,3467,23347,2.2,17.1,30835,12302,18533,7.8,19.7,-4021,-2.6,34.2,0,1710,1733,9189
1992,50,g) 6 to 10,67991,76056,763063,776028,2465,3.1,7909,10,115146,18781,96365,2.4,14.8,139005,52383,86622,6.8,17.9,-23859,-3.1,29.6,0,5155,5319,31316
1992,50,h) 11 to 15,49229,60461,724488,734485,2239,3.6,5103,8.2,97555,19726,77829,2.7,13.3,115735,36852,78883,5,15.8,-18180,-2.5,26.6,0,2908,3066,21313
1992,50,l) Left Censored,95746,183963,3743160,3835331,7329,3.9,15866,8.4,496002,135275,360727,3.5,12.9,674260,227369,446891,5.9,17.6,-178258,-4.7,25.8,0,4644,5382,42536
1992,52,a) 0,110158,113702,762236,381118,113488,199.6,0,0,761533,761533,0,199.8,199.8,0,0,0,0,0,761533,199.8,0,0,,,
1992,52,b) 1,84811,88559,684942,728583,1659,1.6,26144,25.7,166828,27117,139711,3.7,22.9,246862,140231,106631,19.2,33.9,-80034,-11,45.8,0,21870,21896,120659
1992,52,c) 2,73571,77568,619893,670748,3642,4.3,18159,21.3,112851,24919,87932,3.7,16.8,209770,113089,96681,16.9,31.3,-96919,-14.5,33.6,0,15200,15272,94945
1992,52,d) 3,63207,68838,588473,621359,3247,4.4,13678,18.4,102553,26568,75985,4.3,16.5,165198,85975,79223,13.8,26.6,-62645,-10.1,33,0,11104,11281,68602
1992,52,e) 4,55123,60943,546398,574945,2663,4.1,10648,16.3,88620,22686,65934,3.9,15.4,143161,71184,71977,12.4,24.9,-54541,-9.5,30.8,0,8425,8538,55544
1992,52,f) 5,51366,57924,557157,581869,2554,4.1,9632,15.6,88368,21406,66962,3.7,15.2,136061,62148,73913,10.7,23.4,-47693,-8.2,30.4,0,7077,7325,46139
1992,52,g) 6 to 10,180223,214554,2253485,2326595,9369,4.2,29146,13,328222,85996,242226,3.7,14.1,468486,202040,266446,8.7,20.1,-140264,-6,28.2,0,19460,20358,134440
1992,52,h) 11 to 15,125505,178245,2176936,2213854,8791,4.8,19476,10.6,312907,101826,211081,4.6,14.1,381778,138510,243268,6.3,17.2,-68871,-3.1,28.2,0,10233,11165,73759
1992,52,l) Left Censored,192234,534797,11150868,11292715,30446,5.6,49924,9.2,1431484,519714,911770,4.6,12.7,1697976,535863,1162113,4.7,15,-266492,-2.3,25.4,0,13969,15820,109664
1992,60,a) 0,33788,34658,134005,67003,34511,199.2,0,0,133530,133530,0,199.3,199.3,0,0,0,0,0,133530,199.3,0,0,,,
1992,60,b) 1,26826,29020,178787,174589,689,2.1,7217,22.1,66307,10725,55582,6.1,38,56474,29984,26490,17.2,32.3,9833,5.7,64.6,0,5402,5411,22882
1992,60,c) 2,23644,25182,140849,149605,1312,4.8,4849,17.8,37876,7944,29932,5.3,25.3,54418,28816,25602,19.3,36.4,-16542,-11.1,50.6,0,3777,3789,22826
1992,60,d) 3,20876,22162,133608,134479,1227,5.2,3582,15.2,37551,6337,31214,4.7,27.9,38252,20468,17784,15.2,28.4,-701,-0.5,55.8,0,2765,2768,16262
1992,60,e) 4,18743,20142,124686,127066,1086,5.1,2929,13.8,30886,8746,22140,6.9,24.3,35229,15517,19712,12.2,27.7,-4343,-3.4,48.6,0,2194,2196,11134
1992,60,f) 5,18779,20222,120977,121913,1119,5.3,2477,11.8,28351,9145,19206,7.5,23.3,29420,11848,17572,9.7,24.1,-1069,-0.8,46.6,0,1853,1859,8550
1992,60,g) 6 to 10,67663,76770,543196,548810,5326,6.8,7583,9.7,113843,29435,84408,5.4,20.7,124458,45557,78901,8.3,22.7,-10615,-2,41.4,0,5307,5335,30497
1992,60,h) 11 to 15,48969,59201,507458,510946,4197,7,4712,7.9,105085,39013,66072,7.6,20.6,110149,34458,75691,6.7,21.6,-5064,-1,41.2,0,2868,2883,14972
1992,60,l) Left Censored,96203,251654,4892103,4965317,19487,7.7,19234,7.6,743858,261505,482353,5.3,15,889900,258589,631311,5.2,17.9,-146042,-2.9,30,0,4404,5141,52426
1992,70,a) 0,173433,176475,1158073,579037,175974,199.4,0,0,1148205,1148205,0,198.3,198.3,0,0,0,0,0,1148205,198.3,0,0,,,
1992,70,b) 1,136072,139357,1001249,982022,1720,1.1,32223,20.6,331114,36545,294569,3.7,33.7,282529,158439,124090,16.1,28.8,48585,4.9,57.6,0,24717,24723,128734
1992,70,c) 2,120665,124314,975388,1006252,5216,3.9,21809,16.3,227286,35007,192279,3.5,22.6,281989,150809,131180,15,28,-54703,-5.4,45.2,0,17128,17167,126087
1992,70,d) 3,104477,108365,958694,972854,4263,3.7,16198,14.1,201685,30900,170785,3.2,20.7,224940,107684,117256,11.1,23.1,-23255,-2.4,41.4,0,12797,12833,87809
1992,70,e) 4,93932,99082,1032372,1050929,3899,3.7,13495,12.9,199930,32306,167624,3.1,19,230449,105901,124548,10.1,21.9,-30519,-2.9,38,0,10266,10306,79897
1992,70,f) 5,89829,96697,1714143,1704898,3765,3.7,12048,11.9,300533,52596,247937,3.1,17.6,285343,103658,181685,6.1,16.7,15190,0.9,33.4,0,8569,8767,76593
1992,70,g) 6 to 10,371773,404281,4307254,4339213,15177,3.6,36858,8.9,694555,133428,561127,3.1,16,747584,281105,466479,6.5,17.2,-53029,-1.2,32,0,24994,25380,193075
