year2,fsize,fage4,firms,estabs,emp,denom,estabs_entry,estabs_entry_rate,estabs_exit,estabs_exit_rate,job_creation,job_creation_births,job_creation_continuers,job_creation_rate_births,job_creation_rate,job_destruction,job_destruction_deaths,job_destruction_continuers,job_destruction_rate_deaths,job_destruction_rate,net_job_creation,net_job_creation_rate,reallocation_rate,firmdeath_firms,firmdeath_estabs,firmdeath_emp,d_flag
1991,f) 100 to 249,l) Left Censored,27205,91700,3994786,4097037,6714,7.4,5190,5.7,440159,136191,303968,3.3,10.7,627505,153556,473949,3.7,15.3,-187346,-4.6,21.4,226,610,65081,0
1991,g) 250 to 499,a) 0,62,236,40753,20377,236,200,0,0,40753,40753,0,200,200,0,0,0,0,0,40753,200,0,,,,0
1991,g) 250 to 499,b) 1,314,1047,109208,100600,239,25.5,20,2.1,43413,12776,30637,12.7,43.2,26197,2226,23971,2.2,26,17216,17.2,52,1,2,,1
1991,g) 250 to 499,c) 2,347,1187,116488,117419,143,12.5,52,4.6,28182,5583,22599,4.8,24,30043,9447,20596,8,25.6,-1861,-1.6,48,10,13,6516,0
1991,g) 250 to 499,d) 3,390,1441,128769,133043,149,10.5,107,7.5,21779,4210,17569,3.2,16.4,31661,10937,20724,8.2,23.8,-9882,-7.4,32.8,11,11,8180,0
1991,g) 250 to 499,e) 4,535,2054,175744,180203,341,17.7,100,5.2,25160,10345,14815,5.7,14,34642,13893,20749,7.7,19.2,-9482,-5.2,28,15,22,10645,0
1991,g) 250 to 499,f) 5,369,1721,119757,122562,255,15.2,169,10.1,22451,7944,14507,6.5,18.3,27054,9142,17912,7.5,22.1,-4603,-3.8,36.6,8,33,5498,0
1991,g) 250 to 499,g) 6 to 10,2048,10039,672610,684202,993,10,750,7.6,104907,29097,75810,4.3,15.3,125999,33051,92948,4.8,18.4,-21092,-3.1,30.6,24,136,17120,0
1991,g) 250 to 499,h) 11 to 15,1826,14832,598534,604966,1382,9.5,790,5.4,93017,33325,59692,5.5,15.4,104468,24993,79475,4.1,17.3,-11451,-1.9,30.8,15,33,9309,0
1991,g) 250 to 499,l) Left Censored,8977,60791,2958965,3008702,4638,7.6,4513,7.4,335226,101730,233496,3.4,11.1,428087,115502,312585,3.8,14.2,-92861,-3.1,22.2,48,510,,1
1991,h) 500 to 999,a) 0,16,141,22054,11027,141,200,0,0,22054,22054,0,200,200,0,0,0,0,0,22054,200,0,,,,0
1991,h) 500 to 999,b) 1,104,495,70544,63436,142,32.1,38,8.6,30107,7217,22890,11.4,47.5,15906,2226,13680,3.5,25.1,14201,22.4,50.2,,,,0
1991,h) 500 to 999,c) 2,108,599,67055,71535,63,10.8,26,4.5,17996,5915,12081,8.3,25.2,25502,6049,19453,8.5,35.6,-7506,-10.4,50.4,3,3,4765,0
1991,h) 500 to 999,d) 3,153,937,99550,103781,83,9,48,5.2,17546,5412,12134,5.2,16.9,26026,14101,11925,13.6,25.1,-8480,-8.2,33.8,10,10,12690,0
1991,h) 500 to 999,e) 4,276,867,183529,189000,99,11.8,51,6.1,12225,3667,8558,1.9,6.5,21713,10620,11093,5.6,11.5,-9488,-5,13,4,4,,1
1991,h) 500 to 999,f) 5,160,1176,100432,100114,212,19.4,46,4.2,21066,7276,13790,7.3,21,19615,4421,15194,4.4,19.6,1451,1.4,39.2,2,2,,1
1991,h) 500 to 999,g) 6 to 10,774,6394,477715,485174,642,10.2,448,7.1,76532,24010,52522,4.9,15.8,93013,28651,64362,5.9,19.2,-16481,-3.4,31.6,7,25,8920,0
1991,h) 500 to 999,h) 11 to 15,768,10252,499997,502762,1104,11,643,6.4,75801,24810,50991,4.9,15.1,81067,17840,63227,3.5,16.1,-5266,-1,30.2,4,4,5500,0
1991,h) 500 to 999,l) Left Censored,4804,58050,3067973,3100729,4787,8.2,4927,8.5,345390,105487,239903,3.4,11.1,412251,109091,303160,3.5,13.3,-66861,-2.2,22.2,12,454,15853,0
1991,i) 1000 to 2499,a) 0,8,31,25928,12964,31,200,0,0,25928,25928,0,200,200,0,0,0,0,0,25928,200,0,,,,0
1991,i) 1000 to 2499,b) 1,45,281,70762,55378,179,93.2,1,0.5,37422,,,,67.6,6654,,6137,,12,30768,55.6,24,,,,1
1991,i) 1000 to 2499,c) 2,54,761,58900,63450,163,23.4,38,5.4,10663,2330,8333,3.7,16.8,20030,11388,8642,17.9,31.6,-9367,-14.8,33.6,3,3,,1
1991,i) 1000 to 2499,d) 3,102,1046,136400,133673,351,39.5,39,4.4,20057,8707,11350,6.5,15,14606,1055,13551,0.8,10.9,5451,4.1,21.8,,,,0
1991,i) 1000 to 2499,e) 4,226,1064,345320,345469,103,9.7,90,8.5,17779,,,,5.1,18076,11947,6129,3.5,5.2,-297,-0.1,10.2,3,3,9637,1
1991,i) 1000 to 2499,f) 5,76,1136,102368,99438,179,16.6,63,5.9,17745,7723,10022,7.8,17.8,11952,,6924,,12,5793,5.8,24,2,2,,1
1991,i) 1000 to 2499,g) 6 to 10,419,6857,557084,550965,970,14.6,513,7.7,95550,36249,59301,6.6,17.3,85913,24365,61548,4.4,15.6,9637,1.7,31.2,,,,0
1991,i) 1000 to 2499,h) 11 to 15,405,9550,552934,543911,1057,11.3,723,7.7,78606,30573,48033,5.6,14.5,65631,14726,50905,2.7,12.1,12975,2.4,24.2,,,,0
1991,i) 1000 to 2499,l) Left Censored,3434,83806,4743830,4767978,6443,7.7,6017,7.2,526381,177741,348640,3.7,11,578891,152805,426086,3.2,12.1,-52510,-1.1,22,5,28,15305,0
1991,j) 2500 to 4999,b) 1,20,51,12540,12717,9,17.6,11,21.6,1569,,,,12.3,2137,893,1244,7,16.8,-568,-4.5,24.6,,,,1
1991,j) 2500 to 4999,c) 2,16,71,18097,21169,2,2.8,1,1.4,4518,,,,21.3,10661,,1792,,50.4,-6143,-29.1,42.6,1,1,,1
1991,j) 2500 to 4999,d) 3,33,941,70853,68841,96,10.3,84,9,11103,1555,9548,2.3,16.1,7069,1212,5857,1.8,10.3,4034,5.8,20.6,,,,0
1991,j) 2500 to 4999,e) 4,72,172,190891,183956,6,3.5,3,1.8,15176,,,,8.2,1386,,1066,,0.8,13790,7.4,1.6,,,,1
1991,j) 2500 to 4999,f) 5,27,215,55242,50771,25,12,13,6.2,12541,2710,9831,5.3,24.7,3598,577,3021,1.1,7.1,8943,17.6,14.2,,,,0
1991,j) 2500 to 4999,g) 6 to 10,118,4229,287422,281219,445,10.6,402,9.6,44256,11383,32873,4,15.7,31864,11184,20680,4,11.3,12392,4.4,22.6,,,,0
1991,j) 2500 to 4999,h) 11 to 15,106,5567,260362,259605,808,15.1,406,7.6,37685,11220,26465,4.3,14.5,35735,9988,25747,3.8,13.8,1950,0.7,27.6,,,,0
1991,j) 2500 to 4999,l) Left Censored,1348,70062,3716658,3741733,5723,8.2,5116,7.3,433965,142872,291093,3.8,11.6,495458,148645,346813,4,13.2,-61493,-1.6,23.2,1,218,,1
1991,k) 5000 to 9999,b) 1,3,153,,,0,0,1,0.7,,0,,,,,,,,,,,,,,,1
1991,k) 5000 to 9999,c) 2,8,441,,,68,16.6,3,0.7,,,,,,,,,,,,,,,,,1
1991,k) 5000 to 9999,d) 3,8,999,,,300,34.4,48,5.5,,,,,,,,,,,,,,,,,1
1991,k) 5000 to 9999,e) 4,17,35,,92990,0,0,17,39.5,9446,0,9446,0,10.2,9867,548,9319,0.6,10.6,-421,-0.4,20.4,,,,1
1991,k) 5000 to 9999,f) 5,8,255,11972,21375,1,0.4,7,2.7,746,,,,3.5,19555,,1004,,91.5,-18809,-88,7,1,1,,1
1991,k) 5000 to 9999,g) 6 to 10,70,2838,275644,264283,685,27,113,4.5,56708,24516,32192,9.3,21.5,34551,5611,28940,2.1,13.1,22157,8.4,26.2,,,,0
1991,k) 5000 to 9999,h) 11 to 15,65,6347,252260,249323,633,10.2,352,5.7,40889,16410,24479,6.6,16.4,35119,13002,22117,5.2,14.1,5770,2.3,28.2,,,,0
1991,k) 5000 to 9999,l) Left Censored,868,82003,4249032,4266442,6278,7.7,5803,7.1,491946,148902,343044,3.5,11.5,532462,133461,399001,3.1,12.5,-40516,-1,23,,,,0
1991,l) 10000+,b) 1,13,296,,,0,0,4,1.3,,0,,,,,,,,,,,,,,,1
1991,l) 10000+,c) 2,7,11,,,1,8,5,40,,,,,,,,,,,,,,,,,1
1991,l) 10000+,d) 3,9,154,,,11,6.6,36,21.6,,,,,,,,,,,,,,,,,1
1991,l) 10000+,e) 4,13,30,,68680,0,0,2,6.7,68,0,68,0,0.1,23451,,359,,34.1,-23383,-34,0.2,1,1,,1
1991,l) 10000+,f) 5,11,137,18869,18351,2,1.4,6,4.3,1842,,,,10,877,69,808,0.4,4.8,965,5.2,9.6,,,,1
1991,l) 10000+,g) 6 to 10,69,8615,529521,547224,818,9.5,769,8.9,49221,16809,32412,3.1,9,84579,14720,69859,2.7,15.5,-35358,-6.5,18,,,,0
1991,l) 10000+,h) 11 to 15,75,4830,485161,459900,451,9.7,132,2.8,83863,20065,63798,4.4,18.2,37668,7961,29707,1.7,8.2,46195,10,16.4,,,,0
1991,l) 10000+,l) Left Censored,863,351181,21246453,21278018,33166,9.5,26884,7.7,2624776,954875,1669901,4.5,12.3,2713369,667415,2045954,3.1,12.8,-88593,-0.5,24.6,,,,0
1992,a) 1 to 4,a) 0,401969,402595,1037043,518522,401301,199.4,0,0,1034507,1034507,0,199.5,199.5,0,0,0,0,0,1034507,199.5,0,,,,0
1992,a) 1 to 4,b) 1,234441,234656,499733,584575,644,0.2,87495,30.9,120461,2038,118423,0.3,20.6,271245,201621,69624,34.5,46.4,-150784,-25.8,41.2,68098,68117,161332,0
1992,a) 1 to 4,c) 2,197277,197412,422585,484300,11244,5,57693,25.8,96131,25566,70565,5.3,19.8,207418,144089,63329,29.8,42.8,-111287,-23,39.6,45858,45885,117094,0
1992,a) 1 to 4,d) 3,162932,163043,351729,398843,9078,5,42000,23.2,73157,20471,52686,5.1,18.3,159747,107419,52328,26.9,40.1,-86590,-21.8,36.6,33516,33562,87781,0
1992,a) 1 to 4,e) 4,140274,140392,302328,340156,7699,5,32709,21.2,58941,17331,41610,5.1,17.3,128894,84185,44709,24.7,37.9,-69953,-20.6,34.6,25822,25869,67941,0
1992,a) 1 to 4,f) 5,126796,127041,276048,307425,7046,5.1,27909,20.2,51924,15752,36172,5.1,16.9,110807,71550,39257,23.3,36,-58883,-19.1,33.8,21549,21697,57028,0
1992,a) 1 to 4,g) 6 to 10,455719,456517,1001820,1093154,23119,4.7,79217,16.3,167704,52151,115553,4.8,15.3,337901,203884,134017,18.7,30.9,-170197,-15.6,30.6,60102,60621,160142,0
1992,a) 1 to 4,h) 11 to 15,281969,282958,623784,674653,14398,4.8,43904,14.7,98346,32243,66103,4.8,14.6,190669,109820,80849,16.3,28.3,-92323,-13.7,29.2,32160,32661,83937,0
1992,a) 1 to 4,l) Left Censored,388372,389792,871191,944000,14133,3.4,55875,13.6,108996,32831,76165,3.5,11.5,247150,144853,102297,15.3,26.2,-138154,-14.7,23,43803,44431,116725,0
1992,b) 5 to 9,a) 0,39407,40814,477311,238656,40765,199.8,0,0,476726,476726,0,199.8,199.8,0,0,0,0,0,476726,199.8,0,,,,0
1992,b) 5 to 9,b) 1,73840,74577,489625,497914,1061,1.4,6800,8.8,140023,5986,134037,1.2,28.1,152077,81713,70364,16.4,30.5,-12054,-2.4,56.2,5666,5670,69203,0
1992,b) 5 to 9,c) 2,71548,72231,457316,479876,1377,1.8,5703,7.7,101126,11491,89635,2.4,21.1,142720,68440,74280,14.3,29.7,-41594,-8.6,42.2,4781,4795,58184,0
1992,b) 5 to 9,d) 3,63960,64592,406127,425861,1080,1.6,4529,6.8,78463,8663,69800,2,18.4,115590,53867,61723,12.6,27.1,-37127,-8.7,36.8,3737,3776,45401,0
1992,b) 5 to 9,e) 4,57886,58444,365685,383526,919,1.5,3776,6.3,65404,7546,57858,2,17.1,98922,44047,54875,11.5,25.8,-33518,-8.7,34.2,3042,3087,37008,0
1992,b) 5 to 9,f) 5,55689,56634,351122,367057,881,1.5,3474,6,59175,7045,52130,1.9,16.1,89583,36909,52674,10.1,24.4,-30408,-8.3,32.2,2448,2544,29927,0
1992,b) 5 to 9,g) 6 to 10,216239,220013,1363604,1417515,3167,1.4,11118,5,200379,24881,175498,1.8,14.1,302415,113939,188476,8,21.3,-102036,-7.2,28.2,7371,7771,90278,0
1992,b) 5 to 9,h) 11 to 15,149367,153716,943651,975758,2882,1.8,6942,4.5,127626,19025,108601,1.9,13.1,187033,63207,123826,6.5,19.2,-59407,-6.1,26.2,3831,4218,46734,0
1992,b) 5 to 9,l) Left Censored,231778,238176,1470872,1522724,4111,1.7,9749,4,168916,26573,142343,1.7,11.1,268379,88962,179417,5.8,17.6,-99463,-6.5,22.2,5404,5954,66524,0
1992,c) 10 to 19,a) 0,14726,16567,381132,190566,16548,199.8,0,0,380675,380675,0,199.8,199.8,0,0,0,0,0,380675,199.8,0,,,,0
1992,c) 10 to 19,b) 1,33041,34560,462861,456849,955,2.7,2552,7.2,136687,9598,127089,2.1,29.9,121714,63069,58645,13.8,26.6,14973,3.3,53.2,2102,2113,54135,0
1992,c) 10 to 19,c) 2,33568,35163,445916,462954,903,2.5,2430,6.8,95596,10519,85077,2.3,20.6,127009,60039,66970,13,27.4,-31413,-6.8,41.2,1994,2036,51898,0
1992,c) 10 to 19,d) 3,31720,33506,419553,434113,809,2.4,1949,5.7,79457,9464,69993,2.2,18.3,106703,46291,60412,10.7,24.6,-27246,-6.3,36.6,1507,1546,38925,0
1992,c) 10 to 19,e) 4,29651,31276,389770,403270,643,2,1730,5.4,68421,7271,61150,1.8,17,93850,39215,54635,9.7,23.3,-25429,-6.3,34,1253,1306,32426,0
1992,c) 10 to 19,f) 5,29626,32079,388778,402020,693,2.1,1836,5.6,62687,6899,55788,1.7,15.6,88087,34282,53805,8.5,21.9,-25400,-6.3,31.2,1043,1110,27120,0
1992,c) 10 to 19,g) 6 to 10,118406,128961,1545879,1591743,2871,2.2,6492,5,223872,28573,195299,1.8,14.1,311124,107868,203256,6.8,19.5,-87252,-5.4,28.2,3038,3335,79413,0
1992,c) 10 to 19,h) 11 to 15,90555,101795,1178926,1210409,2819,2.7,4820,4.7,153694,23821,129873,2,12.7,211920,64033,147887,5.3,17.5,-58226,-4.8,25.4,1656,1938,43023,0
1992,c) 10 to 19,l) Left Censored,164437,182471,2162319,2217312,4577,2.5,7432,4,239162,38504,200658,1.7,10.8,344851,99016,245835,4.5,15.6,-105689,-4.8,21.6,2506,2949,65610,0
1992,d) 20 to 49,a) 0,6170,8199,353190,176595,8189,199.8,0,0,352719,352719,0,199.7,199.7,0,0,0,0,0,352719,199.7,0,,,,0
1992,d) 20 to 49,b) 1,15180,17208,482525,468324,823,4.7,1103,6.4,149670,18251,131419,3.9,32,119158,56912,62246,12.2,25.4,30512,6.6,50.8,832,843,47090,0
1992,d) 20 to 49,c) 2,15846,18089,470391,488753,639,3.5,1212,6.6,100811,11404,89407,2.3,20.6,135434,60752,74682,12.4,27.7,-34623,-7.1,41.2,897,933,52542,0
1992,d) 20 to 49,d) 3,15314,18047,452419,465834,721,4,1056,5.8,86985,11831,75154,2.5,18.7,112177,45489,66688,9.8,24.1,-25192,-5.4,37.4,661,769,38453,0
1992,d) 20 to 49,e) 4,14848,17572,436432,447114,675,3.8,923,5.2,79351,10655,68696,2.4,17.7,99873,38756,61117,8.7,22.3,-20522,-4.6,35.4,558,590,31643,0
1992,d) 20 to 49,f) 5,15814,19841,466230,476766,834,4.2,1083,5.4,78779,10220,68559,2.1,16.5,99317,36678,62639,7.7,20.8,-20538,-4.3,33,474,511,27308,0
1992,d) 20 to 49,g) 6 to 10,65150,83227,1919189,1950707,3478,4.2,4011,4.8,295015,43295,251720,2.2,15.1,354694,110354,244340,5.7,18.2,-59679,-3.1,30.2,1388,1622,78747,0
1992,d) 20 to 49,h) 11 to 15,54424,76401,1605925,1628512,3523,4.6,3633,4.7,227414,40847,186567,2.5,14,267260,70526,196734,4.3,16.4,-39846,-2.4,28,716,975,41736,0
1992,d) 20 to 49,l) Left Censored,122504,165038,3657246,3714520,6423,3.9,6899,4.2,429687,78197,351490,2.1,11.6,539736,132451,407285,3.6,14.5,-110049,-2.9,23.2,1359,1982,78425,0
1992,e) 50 to 99,a) 0,1223,2522,163189,81595,2518,199.7,0,0,162581,162581,0,199.3,199.3,0,0,0,0,0,162581,199.3,0,,,,0
1992,e) 50 to 99,b) 1,3573,5250,264680,250733,555,10.8,294,5.7,95291,22507,72784,9,38,66133,32327,33806,12.9,26.4,29158,11.6,52.8,197,197,26678,0
1992,e) 50 to 99,c) 2,3665,5044,252110,260350,317,6.2,366,7.2,59689,8954,50735,3.4,22.9,74958,36922,38036,14.2,28.8,-15269,-5.9,45.8,233,247,31444,0
1992,e) 50 to 99,d) 3,3885,5593,263632,265376,394,7.1,278,5,54067,7688,46379,2.9,20.4,56804,22294,34510,8.4,21.4,-2737,-1,40.8,127,138,17311,0
1992,e) 50 to 99,e) 4,3664,5554,248184,251133,350,6.3,269,4.9,48665,7189,41476,2.9,19.4,53874,21517,32357,8.6,21.5,-5209,-2.1,38.8,117,120,15485,0
1992,e) 50 to 99,f) 5,4174,7393,281491,284271,501,6.8,485,6.6,50397,8735,41662,3.1,17.7,55864,19726,36138,6.9,19.7,-5467,-2,35.4,105,265,14066,0
1992,e) 50 to 99,g) 6 to 10,17983,31863,1210655,1213913,2166,6.9,1348,4.3,198132,35043,163089,2.9,16.3,202489,57482,145007,4.7,16.7,-4357,-0.4,32.6,270,310,36137,0
1992,e) 50 to 99,h) 11 to 15,16751,36403,1124283,1127937,2307,6.4,1696,4.7,170330,36134,134196,3.2,15.1,173818,40921,132897,3.6,15.4,-3488,-0.3,30.2,156,303,20874,0
1992,e) 50 to 99,l) Left Censored,45212,88797,3041356,3069729,4736,5.4,4091,4.6,370441,75235,295206,2.5,12.1,425485,92977,332508,3,13.9,-55044,-1.8,24.2,346,882,47849,0
1992,f) 100 to 249,a) 0,455,1460,132901,66451,1452,198.9,0,0,130155,130155,0,195.9,195.9,0,0,0,0,0,130155,195.9,0,,,,0
1992,f) 100 to 249,b) 1,1399,3056,231166,219116,385,13,198,6.7,93326,28814,64512,13.2,42.6,69262,37002,32260,16.9,31.6,24064,11,63.2,97,99,29570,0
1992,f) 100 to 249,c) 2,1372,2588,208990,216070,269,10.5,197,7.7,51245,10054,41191,4.7,23.7,65057,36624,28433,17,30.1,-13812,-6.4,47.4,103,114,30513,0
1992,f) 100 to 249,d) 3,1543,2994,231501,231409,241,8.1,222,7.4,49590,8861,40729,3.8,21.4,48302,19038,29264,8.2,20.9,1288,0.5,41.8,53,57,15359,0
1992,f) 100 to 249,e) 4,1598,3791,239241,240194,340,9,292,7.8,51724,9335,42389,3.9,21.5,53235,22864,30371,9.5,22.2,-1511,-0.7,43,55,64,16517,0
1992,f) 100 to 249,f) 5,1887,5097,281072,281370,363,7.2,248,4.9,51700,9096,42604,3.2,18.4,52501,16092,36409,5.7,18.7,-801,-0.3,36.8,35,40,9638,0
1992,f) 100 to 249,g) 6 to 10,8406,24489,1243756,1239272,1916,7.9,1275,5.3,216429,44590,171839,3.6,17.5,207585,59815,147770,4.8,16.8,8844,0.7,33.6,107,162,31583,0
1992,f) 100 to 249,h) 11 to 15,8546,33020,1252943,1253269,2235,6.8,1716,5.2,195571,44726,150845,3.6,15.6,193721,46108,147613,3.7,15.5,1850,0.1,31,68,165,19245,0
1992,f) 100 to 249,l) Left Censored,26694,94380,3951544,3977651,5536,5.9,5384,5.7,500799,111669,389130,2.8,12.6,550910,126443,424467,3.2,13.9,-50111,-1.3,25.2,152,506,43618,0
1992,g) 250 to 499,a) 0,95,638,63681,31841,636,199.4,0,0,62589,62589,0,196.6,196.6,0,0,0,0,0,62589,196.6,0,,,,0
1992,g) 250 to 499,b) 1,298,1191,109582,93601,308,29.4,22,2.1,48838,10380,38458,11.1,52.2,16942,2155,14787,2.3,18.1,31896,34.1,36.2,,,,0
1992,g) 250 to 499,c) 2,295,1368,99012,100964,211,16.2,77,5.9,26878,5921,20957,5.9,26.6,30228,9868,20360,9.8,29.9,-3350,-3.3,53.2,12,12,7802,0
1992,g) 250 to 499,d) 3,336,1401,109587,109640,204,15.5,42,3.2,23241,3601,19640,3.3,21.2,23316,10765,12551,9.8,21.3,-75,-0.1,42.4,12,12,7778,0
1992,g) 250 to 499,e) 4,348,1433,116591,115383,148,10.5,97,6.9,24223,3624,20599,3.1,21,22679,6803,15876,5.9,19.7,1544,1.3,39.4,6,6,3644,0
1992,g) 250 to 499,f) 5,522,2254,182626,177923,224,10.1,136,6.1,38612,7042,31570,4,21.7,28994,9021,19973,5.1,16.3,9618,5.4,32.6,9,9,6020,0
1992,g) 250 to 499,g) 6 to 10,1980,10529,657753,651271,1100,10.7,613,6,117574,28878,88696,4.4,18.1,104071,31503,72568,4.8,16,13503,2.1,32,20,43,13202,0
1992,g) 250 to 499,h) 11 to 15,2324,17526,766755,754383,1425,8.2,958,5.5,132439,36217,96222,4.8,17.6,107564,22913,84651,3,14.3,24875,3.3,28.6,6,9,4117,0
1992,g) 250 to 499,l) Left Censored,8948,62419,2934970,2946585,4230,6.8,4289,6.9,364445,85849,278596,2.9,12.4,387105,91167,295938,3.1,13.1,-22660,-0.7,24.8,36,675,23112,0
1992,h) 500 to 999,a) 0,35,714,46953,23477,711,199.2,0,0,42882,42882,0,182.7,182.7,0,0,0,0,0,42882,182.7,0,,,,0
1992,h) 500 to 999,b) 1,73,537,50741,44837,146,31.2,9,1.9,24569,6895,17674,15.4,54.8,12760,978,11782,2.2,28.5,11809,26.3,57,,,,0
1992,h) 500 to 999,c) 2,100,616,61089,66471,111,19.2,33,5.7,14188,4443,9745,6.7,21.3,24948,10027,14921,15.1,37.5,-10760,-16.2,42.6,4,4,,1
1992,h) 500 to 999,d) 3,121,850,74834,71045,78,9.4,34,4.1,19803,3038,16765,4.3,27.9,12320,5268,7052,7.4,17.3,7483,10.6,34.6,3,3,,1
1992,h) 500 to 999,e) 4,149,1017,98433,98186,156,15.9,83,8.5,17815,2378,15437,2.4,18.1,15463,5678,9785,5.8,15.7,2352,2.4,31.4,2,2,,1
1992,h) 500 to 999,f) 5,284,1451,190723,189156,178,12.7,86,6.1,24823,6244,18579,3.3,13.1,27590,4907,22683,2.6,14.6,-2767,-1.5,26.2,1,1,,1
1992,h) 500 to 999,g) 6 to 10,760,7038,469623,463906,1347,20.3,570,8.6,84242,22125,62117,4.8,18.2,72669,25172,47497,5.4,15.7,11573,2.5,31.4,7,7,10433,0
1992,h) 500 to 999,h) 11 to 15,961,12138,607085,603256,1229,10.4,645,5.4,101825,26147,75678,4.3,16.9,93448,22729,70719,3.8,15.5,8377,1.4,31,3,12,3315,0
1992,h) 500 to 999,l) Left Censored,4758,57079,2999784,3011177,4287,7.5,4111,7.2,352820,89370,263450,3,11.7,376673,98015,278658,3.3,12.5,-23853,-0.8,23.4,11,282,14745,0
1992,i) 1000 to 2499,a) 0,12,73,34925,17463,73,200,0,0,34925,34925,0,200,200,0,0,0,0,0,34925,200,0,,,,0
1992,i) 1000 to 2499,b) 1,35,302,51001,39672,149,64.9,4,1.7,27944,7723,20221,19.5,70.4,5285,,5274,,13.3,22659,57.1,26.6,,,,1
1992,i) 1000 to 2499,c) 2,34,472,43113,45592,53,12,31,7,10441,2363,8078,5.2,22.9,16604,8685,7919,19,36.4,-6163,-13.5,45.8,2,2,,1
1992,i) 1000 to 2499,d) 3,50,928,74334,70139,176,20.5,39,4.5,21488,7403,14085,10.6,30.6,13212,6233,6979,8.9,18.8,8276,11.8,37.6,1,1,,1
1992,i) 1000 to 2499,e) 4,104,1082,150452,143480,185,17.8,100,9.6,34371,16189,18182,11.3,24,20477,,10336,,14.3,13894,9.7,28.6,2,2,,1
1992,i) 1000 to 2499,f) 5,222,870,345307,339358,109,13,40,4.8,57185,6700,50485,2,16.9,43257,8953,34304,2.6,12.7,13928,4.2,25.4,1,1,,1
1992,i) 1000 to 2499,g) 6 to 10,415,6515,553541,543260,850,13.4,482,7.6,86293,20136,66157,3.7,15.9,66156,16421,49735,3,12.2,20137,3.7,24.4,1,1,,1
1992,i) 1000 to 2499,h) 11 to 15,569,12054,760847,752947,1026,8.5,992,8.2,124321,37261,87060,4.9,16.5,106384,31235,75149,4.1,14.1,17937,2.4,28.2,2,94,,1
1992,i) 1000 to 2499,l) Left Censored,3416,85129,4672773,4687120,6380,7.5,6552,7.7,534098,146452,387646,3.1,11.4,556362,155075,401287,3.3,11.9,-22264,-0.5,22.8,4,246,11802,0
1992,j) 2500 to 4999,a) 0,4,5,30897,15449,5,200,0,0,30897,30897,0,200,200,0,0,0,0,0,30897,200,0,,,,0
1992,j) 2500 to 4999,b) 1,14,103,38065,31669,3,2.9,2,2,21494,,,,67.9,8702,,8605,,27.5,12792,40.4,55,,,,1
1992,j) 2500 to 4999,c) 2,10,38,8843,8787,4,10.7,3,8,427,,,,4.9,314,,97,,3.6,113,1.3,7.2,,,,1
1992,j) 2500 to 4999,d) 3,9,105,26750,18717,10,9.7,6,5.8,17291,,,,92.4,1186,,1012,,6.3,16105,86.1,12.6,,,,1
1992,j) 2500 to 4999,e) 4,27,1259,83569,77786,202,16.5,140,11.4,22267,5432,16835,7,28.6,10790,1181,9609,1.5,13.9,11477,14.7,27.8,,,,0
1992,j) 2500 to 4999,f) 5,73,250,240630,217575,19,7.8,6,2.5,61049,,,,28.1,15343,,9320,,7.1,45706,21,14.2,1,1,,1
1992,j) 2500 to 4999,g) 6 to 10,128,4201,290726,292763,752,18.9,275,6.9,46414,12670,33744,4.3,15.9,50416,25076,25340,8.6,17.2,-4002,-1.3,31.8,2,2,,1
1992,j) 2500 to 4999,h) 11 to 15,170,6151,351049,343362,490,8.1,292,4.8,55746,15545,40201,4.5,16.2,40251,8047,32204,2.3,11.7,15495,4.5,23.4,,,,0
1992,j) 2500 to 4999,l) Left Censored,1434,70740,3813631,3845746,5244,7.4,6291,8.8,417503,104963,312540,2.7,10.9,480335,130149,350186,3.4,12.5,-62832,-1.6,21.8,,,,0
1992,k) 5000 to 9999,a) 0,2,2,,,2,200,0,0,,,,,,,,,,,,,,,,,1
1992,k) 5000 to 9999,b) 1,4,76,,,0,0,1,1.3,,0,,,,,,,,,,,,,,,1
1992,k) 5000 to 9999,c) 2,4,389,,,33,8.6,26,6.7,,,,,,,,,,,,,,,,,1
1992,k) 5000 to 9999,d) 3,6,478,,,40,8.6,9,1.9,,,,,,,,,,,,,,,,,1
1992,k) 5000 to 9999,e) 4,8,754,14959,,25,2.8,282,32,,,,,,,,,,,,,,,,,1
1992,k) 5000 to 9999,f) 5,15,26,,,0,0,2,7.4,,0,,,,,,,,,,,,,,,1
1992,k) 5000 to 9999,g) 6 to 10,58,1467,247695,234105,135,9.3,98,6.8,54815,14746,40069,6.3,23.4,27648,3150,24498,1.3,11.8,27167,11.6,23.6,,,,0
1992,k) 5000 to 9999,h) 11 to 15,89,9156,340456,346579,493,5.4,402,4.4,40064,13756,26308,4,11.6,53440,18823,34617,5.4,15.4,-13376,-3.8,23.2,,,,0
1992,k) 5000 to 9999,l) Left Censored,853,79516,4187602,4188372,5536,7,5483,6.9,513663,139907,373756,3.3,12.3,515246,133461,381785,3.2,12.3,-1583,0,24.6,,,,0
1992,l) 10000+,a) 0,2,6,,,6,200,0,0,,,,,,,,,,,,,,,,,1
1992,l) 10000+,b) 1,10,134,,,2,1.5,1,0.7,,,,,,,,,,,,,,,,,1
1992,l) 10000+,c) 2,7,42,,,0,0,4,9.1,,0,,,,,,,,,,,,,,,1
1992,l) 10000+,d) 3,11,42,,,4,9.2,7,16.1,,,,,,,,,,,,,,,,,1
